""	"PotRichness"	"Basal_a"	"Basal_b"	"Densi_a"	"Densi_b"	"Quadr_a"	"Quadr_b"	"DHeig_a"	"DHeig_b"	"Cavit_a"	"Cavit_b"	"Shrub_a"	"Shrub_b"	"lambda"	"File"	"Variable"	"Model"
"191"	"6.4"	"0"	"1e+07"	"10000"	"6923.941"	"0"	"1e+07"	"0"	"1e+07"	"0.03109671"	"66.80065"	"58.12657"	"45.38977"	"36.95217"	"./Results/Model Fits/UNFA_no_DHeig_Quadr_model.txt"	"UNFA"	"no_DHeig_Quadr"
"192"	"7.2"	"0"	"1e+07"	"10000"	"7218.087"	"0"	"1e+07"	"0"	"1e+07"	"0.03187977"	"65.65062"	"59.90371"	"45.45437"	"95.24319"	"./Results/Model Fits/UNNA_no_DHeig_Quadr_model.txt"	"UNNA"	"no_DHeig_Quadr"
"193"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"59.14456"	"44.64593"	"0"	"1e+07"	"79.99855"	"148.0184"	"3.550933e-05"	"136.5278"	"4.709411"	"./Results/Model Fits/CVNA_no_DHeig_Densi_model.txt"	"CVNA"	"no_DHeig_Densi"
"194"	"15.2"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"27.76574"	"0"	"1e+07"	"79.99999"	"117.7854"	"100"	"125.7687"	"1.231699"	"./Results/Model Fits/GENA_no_DHeig_Densi_model.txt"	"GENA"	"no_DHeig_Densi"
"195"	"8.8"	"0"	"1e+07"	"0"	"1e+07"	"60"	"33.87729"	"0"	"1e+07"	"1e-05"	"19.75392"	"99.99983"	"79.0723"	"96.45523"	"./Results/Model Fits/GRFA_no_DHeig_Densi_model.txt"	"GRFA"	"no_DHeig_Densi"
"196"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"12.7402"	"0"	"1e+07"	"13.50394"	"19.17328"	"67.04409"	"56.29624"	"66.00391"	"./Results/Model Fits/GRNA_no_DHeig_Densi_model.txt"	"GRNA"	"no_DHeig_Densi"
"197"	"16.8"	"0"	"1e+07"	"0"	"1e+07"	"60"	"52.85837"	"0"	"1e+07"	"1.319879e-05"	"138.5864"	"0.0001449659"	"178.5142"	"34.32197"	"./Results/Model Fits/OVFA_no_DHeig_Densi_model.txt"	"OVFA"	"no_DHeig_Densi"
"198"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"60"	"34.54592"	"0"	"1e+07"	"1e-05"	"58.74533"	"99.99644"	"189.2618"	"2.10438"	"./Results/Model Fits/OVNA_no_DHeig_Densi_model.txt"	"OVNA"	"no_DHeig_Densi"
"199"	"16"	"0"	"1e+07"	"0"	"1e+07"	"43.39528"	"30.44554"	"0"	"1e+07"	"80"	"173.787"	"1.208683e-05"	"154.5301"	"55.92837"	"./Results/Model Fits/SPEA_no_DHeig_Densi_model.txt"	"SPEA"	"no_DHeig_Densi"
"200"	"24"	"0"	"1e+07"	"0"	"1e+07"	"60"	"68.27651"	"0"	"1e+07"	"1.000007e-05"	"121.9246"	"39.12937"	"112.9336"	"40.07524"	"./Results/Model Fits/TOTA_no_DHeig_Densi_model.txt"	"TOTA"	"no_DHeig_Densi"
"201"	"4.8"	"0"	"1e+07"	"0"	"1e+07"	"28.06123"	"10.24179"	"0"	"1e+07"	"80"	"82.45255"	"99.81145"	"200.9652"	"69.76008"	"./Results/Model Fits/TRFA_no_DHeig_Densi_model.txt"	"TRFA"	"no_DHeig_Densi"
"202"	"17.99976"	"0"	"1e+07"	"0"	"1e+07"	"20.67296"	"3.056597"	"0"	"1e+07"	"8.754098"	"0.8713357"	"0.05092552"	"48.53812"	"97.96535"	"./Results/Model Fits/UBIA_no_DHeig_Densi_model.txt"	"UBIA"	"no_DHeig_Densi"
"203"	"6.4"	"0"	"1e+07"	"0"	"1e+07"	"1.000655e-05"	"22.3173"	"0"	"1e+07"	"79.9941"	"72.33077"	"58.79909"	"45.00697"	"62.02027"	"./Results/Model Fits/UNFA_no_DHeig_Densi_model.txt"	"UNFA"	"no_DHeig_Densi"
"204"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"60"	"31.33503"	"0"	"1e+07"	"1.000025e-05"	"41.47663"	"59.26212"	"39.21037"	"3.371776"	"./Results/Model Fits/UNNA_no_DHeig_Densi_model.txt"	"UNNA"	"no_DHeig_Densi"
"205"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"29.76283"	"19.37846"	"80"	"142.8992"	"0.0007628219"	"153.0906"	"0.1661445"	"./Results/Model Fits/CVNA_no_Quadr_Densi_model.txt"	"CVNA"	"no_Quadr_Densi"
"206"	"15.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1.000109e-05"	"14.2218"	"22.00164"	"43.44077"	"49.92923"	"73.82311"	"42.493"	"./Results/Model Fits/GENA_no_Quadr_Densi_model.txt"	"GENA"	"no_Quadr_Densi"
"207"	"8.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"9.813618"	"7.704173e-05"	"35.14001"	"0.0003411922"	"103.9149"	"2.909674"	"./Results/Model Fits/GRFA_no_Quadr_Densi_model.txt"	"GRFA"	"no_Quadr_Densi"
"208"	"10.81673"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"7.147425"	"8.501202"	"7.359828"	"45.87665"	"65.44688"	"16.05141"	"./Results/Model Fits/GRNA_no_Quadr_Densi_model.txt"	"GRNA"	"no_Quadr_Densi"
"209"	"16.8"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"29.99993"	"22.78639"	"0.002612452"	"153.3487"	"1e-05"	"191.6881"	"6.661776"	"./Results/Model Fits/OVFA_no_Quadr_Densi_model.txt"	"OVFA"	"no_Quadr_Densi"
"210"	"14.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"15.39075"	"1.005078e-05"	"65.51324"	"99.99993"	"141.461"	"1.906646"	"./Results/Model Fits/OVNA_no_Quadr_Densi_model.txt"	"OVNA"	"no_Quadr_Densi"
"211"	"19.3715"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"16.39962"	"79.99996"	"209.1179"	"23.03832"	"147.2448"	"0.3568515"	"./Results/Model Fits/SPEA_no_Quadr_Densi_model.txt"	"SPEA"	"no_Quadr_Densi"
"212"	"24"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"28.87337"	"1.014519e-05"	"132.2142"	"42.80377"	"120.5429"	"74.68055"	"./Results/Model Fits/TOTA_no_Quadr_Densi_model.txt"	"TOTA"	"no_Quadr_Densi"
"213"	"6.449737"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"24.88975"	"9.098433"	"79.99785"	"102.7333"	"15.06486"	"999.9824"	"74.29637"	"./Results/Model Fits/TRFA_no_Quadr_Densi_model.txt"	"TRFA"	"no_Quadr_Densi"
"214"	"8.399196"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"9.062249"	"0.3745253"	"7.586294"	"4.995288"	"0.02355291"	"49.36169"	"57.35623"	"./Results/Model Fits/UBIA_no_Quadr_Densi_model.txt"	"UBIA"	"no_Quadr_Densi"
"215"	"6.4"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"13.01988"	"1e-05"	"38.937"	"55.50183"	"36.8379"	"1.065902"	"./Results/Model Fits/UNFA_no_Quadr_Densi_model.txt"	"UNFA"	"no_Quadr_Densi"
"216"	"7.2"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"30"	"13.26591"	"1.000007e-05"	"42.1024"	"61.20447"	"41.54464"	"2.189765"	"./Results/Model Fits/UNNA_no_Quadr_Densi_model.txt"	"UNNA"	"no_Quadr_Densi"
"217"	"14.4"	"37.60157"	"61.62575"	"0"	"1e+07"	"0"	"1e+07"	"29.99973"	"20.22317"	"79.99971"	"130.6055"	"0"	"1e+07"	"19.44242"	"./Results/Model Fits/CVNA_compl_no_Shrub_model.txt"	"CVNA"	"compl_no_Shrub"
"218"	"15.2"	"1e-05"	"47.4097"	"0"	"1e+07"	"0"	"1e+07"	"30"	"20.7664"	"0.001660053"	"87.93232"	"0"	"1e+07"	"96.88683"	"./Results/Model Fits/GENA_compl_no_Shrub_model.txt"	"GENA"	"compl_no_Shrub"
"219"	"8.8"	"100"	"126.412"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"10.14658"	"1.000001e-05"	"33.6094"	"0"	"1e+07"	"52.60754"	"./Results/Model Fits/GRFA_compl_no_Shrub_model.txt"	"GRFA"	"compl_no_Shrub"
"220"	"8.714964"	"0.9691777"	"9.136034"	"0"	"1e+07"	"0"	"1e+07"	"29.86135"	"69.67787"	"12.07518"	"7.88845"	"0"	"1e+07"	"2.735527"	"./Results/Model Fits/GRNA_compl_no_Shrub_model.txt"	"GRNA"	"compl_no_Shrub"
"221"	"18.9039"	"0.02997179"	"83.56866"	"0"	"1e+07"	"0"	"1e+07"	"29.99994"	"22.18659"	"80"	"193.0839"	"0"	"1e+07"	"99.97926"	"./Results/Model Fits/OVFA_compl_no_Shrub_model.txt"	"OVFA"	"compl_no_Shrub"
"222"	"14.4"	"1e-05"	"60.54412"	"0"	"1e+07"	"0"	"1e+07"	"30"	"16.17562"	"0.01307014"	"118.6836"	"0"	"1e+07"	"0.9405821"	"./Results/Model Fits/OVNA_compl_no_Shrub_model.txt"	"OVNA"	"compl_no_Shrub"
"223"	"20.95317"	"15.68103"	"115.8637"	"0"	"1e+07"	"0"	"1e+07"	"29.99984"	"15.66864"	"80"	"163.9627"	"0"	"1e+07"	"42.45727"	"./Results/Model Fits/SPEA_compl_no_Shrub_model.txt"	"SPEA"	"compl_no_Shrub"
"224"	"29.10499"	"1e-05"	"79.40313"	"0"	"1e+07"	"0"	"1e+07"	"30"	"22.1526"	"39.31008"	"187.7789"	"0"	"1e+07"	"14.87031"	"./Results/Model Fits/TOTA_compl_no_Shrub_model.txt"	"TOTA"	"compl_no_Shrub"
"225"	"7.081256"	"0.000402149"	"134.6132"	"0"	"1e+07"	"0"	"1e+07"	"24.51684"	"8.776774"	"76.92138"	"88.53828"	"0"	"1e+07"	"91.66785"	"./Results/Model Fits/TRFA_compl_no_Shrub_model.txt"	"TRFA"	"compl_no_Shrub"
"226"	"17.95815"	"1e-05"	"7.833131"	"0"	"1e+07"	"0"	"1e+07"	"13.501"	"3.138092"	"11.01112"	"3.263192"	"0"	"1e+07"	"92.3333"	"./Results/Model Fits/UBIA_compl_no_Shrub_model.txt"	"UBIA"	"compl_no_Shrub"
"227"	"6.4"	"5.000775e-05"	"42.86596"	"0"	"1e+07"	"0"	"1e+07"	"30"	"13.22699"	"0.0008959405"	"74.80362"	"0"	"1e+07"	"34.26241"	"./Results/Model Fits/UNFA_compl_no_Shrub_model.txt"	"UNFA"	"compl_no_Shrub"
"228"	"7.2"	"1.000496e-05"	"44.13391"	"0"	"1e+07"	"0"	"1e+07"	"30"	"13.46274"	"0.4035775"	"84.82446"	"0"	"1e+07"	"97.41746"	"./Results/Model Fits/UNNA_compl_no_Shrub_model.txt"	"UNNA"	"compl_no_Shrub"
"229"	"14.4"	"37.79097"	"56.13848"	"0"	"1e+07"	"0"	"1e+07"	"30"	"18.95905"	"0"	"1e+07"	"5.641996e-05"	"134.144"	"24.46924"	"./Results/Model Fits/CVNA_compl_no_Cavit_model.txt"	"CVNA"	"compl_no_Cavit"
"230"	"15.2"	"1e-05"	"48.21971"	"0"	"1e+07"	"0"	"1e+07"	"30"	"22.43412"	"0"	"1e+07"	"100"	"147.1211"	"2.29193"	"./Results/Model Fits/GENA_compl_no_Cavit_model.txt"	"GENA"	"compl_no_Cavit"
"231"	"8.8"	"1.008781e-05"	"58.12615"	"0"	"1e+07"	"0"	"1e+07"	"1e-05"	"9.978963"	"0"	"1e+07"	"1.00027e-05"	"100.6431"	"7.755628"	"./Results/Model Fits/GRFA_compl_no_Cavit_model.txt"	"GRFA"	"compl_no_Cavit"
"232"	"7.2"	"2.351073e-05"	"11.48271"	"0"	"1e+07"	"0"	"1e+07"	"29.93781"	"20.64394"	"0"	"1e+07"	"99.9355"	"190.6657"	"14.77512"	"./Results/Model Fits/GRNA_compl_no_Cavit_model.txt"	"GRNA"	"compl_no_Cavit"
"233"	"17.97919"	"1e-05"	"87.295"	"0"	"1e+07"	"0"	"1e+07"	"30"	"22.99901"	"0"	"1e+07"	"1.000007e-05"	"197.7457"	"52.34003"	"./Results/Model Fits/OVFA_compl_no_Cavit_model.txt"	"OVFA"	"compl_no_Cavit"
"234"	"14.4"	"1e-05"	"60.20683"	"0"	"1e+07"	"0"	"1e+07"	"30"	"16.44926"	"0"	"1e+07"	"99.99999"	"247.6822"	"28.30588"	"./Results/Model Fits/OVNA_compl_no_Cavit_model.txt"	"OVNA"	"compl_no_Cavit"
"235"	"18.89261"	"32.3592"	"83.98403"	"0"	"1e+07"	"0"	"1e+07"	"30"	"16.46694"	"0"	"1e+07"	"21.19194"	"141.7551"	"12.62234"	"./Results/Model Fits/SPEA_compl_no_Cavit_model.txt"	"SPEA"	"compl_no_Cavit"
"236"	"28.82865"	"1e-05"	"80.49195"	"0"	"1e+07"	"0"	"1e+07"	"29.99654"	"22.39073"	"0"	"1e+07"	"33.6316"	"181.292"	"1.329705"	"./Results/Model Fits/TOTA_compl_no_Cavit_model.txt"	"TOTA"	"compl_no_Cavit"
"237"	"4.800006"	"29.77374"	"118.6644"	"0"	"1e+07"	"0"	"1e+07"	"22.38823"	"7.700635"	"0"	"1e+07"	"0.005843294"	"405.2638"	"69.14125"	"./Results/Model Fits/TRFA_compl_no_Cavit_model.txt"	"TRFA"	"compl_no_Cavit"
"238"	"5.041855"	"7.443789"	"2.607554"	"0"	"1e+07"	"0"	"1e+07"	"18.3335"	"417.438"	"0"	"1e+07"	"28.16561"	"26.64618"	"97.65218"	"./Results/Model Fits/UBIA_compl_no_Cavit_model.txt"	"UBIA"	"compl_no_Cavit"
"239"	"6.400297"	"1e-05"	"45.52871"	"0"	"1e+07"	"0"	"1e+07"	"30"	"14.17961"	"0"	"1e+07"	"64.10128"	"53.13999"	"96.9705"	"./Results/Model Fits/UNFA_compl_no_Cavit_model.txt"	"UNFA"	"compl_no_Cavit"
"240"	"7.2"	"0.1271751"	"47.91536"	"0"	"1e+07"	"0"	"1e+07"	"30"	"14.47742"	"0"	"1e+07"	"66.02359"	"55.59588"	"77.88182"	"./Results/Model Fits/UNNA_compl_no_Cavit_model.txt"	"UNNA"	"compl_no_Cavit"
"241"	"14.4"	"100"	"114.6445"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"99.19098"	"1.001814e-05"	"121.7902"	"97.76627"	"./Results/Model Fits/CVNA_compl_no_DHeig_model.txt"	"CVNA"	"compl_no_DHeig"
"242"	"15.2"	"1e-05"	"47.70054"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"89.89905"	"99.99975"	"154.0024"	"88.21078"	"./Results/Model Fits/GENA_compl_no_DHeig_model.txt"	"GENA"	"compl_no_DHeig"
"243"	"8.8"	"1e-05"	"27.15177"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"69.77751"	"99.99999"	"97.71379"	"0.1110054"	"./Results/Model Fits/GRFA_compl_no_DHeig_model.txt"	"GRFA"	"compl_no_DHeig"
"244"	"7.86425"	"2.883666"	"8.104454"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"12.07057"	"7.92453"	"50.53643"	"848.1617"	"99.5049"	"./Results/Model Fits/GRNA_compl_no_DHeig_model.txt"	"GRNA"	"compl_no_DHeig"
"245"	"16.8"	"20.1478"	"57.7296"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"79.99848"	"114.0947"	"0.006427217"	"142.6169"	"24.38533"	"./Results/Model Fits/OVFA_compl_no_DHeig_model.txt"	"OVFA"	"compl_no_DHeig"
"246"	"14.4"	"1e-05"	"52.62935"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"74.14893"	"1.754521e-05"	"129.4681"	"5.631785"	"./Results/Model Fits/OVNA_compl_no_DHeig_model.txt"	"OVNA"	"compl_no_DHeig"
"247"	"16"	"39.96374"	"41.80815"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"116.2269"	"1.010557e-05"	"126.9498"	"95.77185"	"./Results/Model Fits/SPEA_compl_no_DHeig_model.txt"	"SPEA"	"compl_no_DHeig"
"248"	"24"	"1e-05"	"90.0564"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"42.4148"	"83.92697"	"1.000002e-05"	"170.8887"	"49.05673"	"./Results/Model Fits/TOTA_compl_no_DHeig_model.txt"	"TOTA"	"compl_no_DHeig"
"249"	"4.8"	"42.5068"	"32.64705"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"83.85106"	"0.1079217"	"116.5464"	"27.49969"	"./Results/Model Fits/TRFA_compl_no_DHeig_model.txt"	"TRFA"	"compl_no_DHeig"
"250"	"6.768194"	"6.759962"	"4.09789"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"11.00538"	"6.419868"	"0.004682599"	"50.37162"	"95.79962"	"./Results/Model Fits/UBIA_compl_no_DHeig_model.txt"	"UBIA"	"compl_no_DHeig"
"251"	"6.4"	"1e-05"	"46.31877"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"80"	"60.61243"	"100"	"83.27069"	"93.40121"	"./Results/Model Fits/UNFA_compl_no_DHeig_model.txt"	"UNFA"	"compl_no_DHeig"
"252"	"7.2"	"1e-05"	"47.45533"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"79.99998"	"62.87207"	"100"	"83.76508"	"67.067"	"./Results/Model Fits/UNNA_compl_no_DHeig_model.txt"	"UNNA"	"compl_no_DHeig"
"253"	"14.4"	"0"	"1e+07"	"1020.826"	"1169.71"	"60"	"40.48873"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"24.50075"	"./Results/Model Fits/CVNA_bi_Densi_Quadr_model.txt"	"CVNA"	"bi_Densi_Quadr"
"254"	"15.2"	"0"	"1e+07"	"9638.824"	"10000"	"1.000001e-05"	"34.1686"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"2.807849"	"./Results/Model Fits/GENA_bi_Densi_Quadr_model.txt"	"GENA"	"bi_Densi_Quadr"
"255"	"8.8"	"0"	"1e+07"	"9999.997"	"9648.203"	"1e-05"	"18.2871"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"48.37807"	"./Results/Model Fits/GRFA_bi_Densi_Quadr_model.txt"	"GRFA"	"bi_Densi_Quadr"
"256"	"7.2"	"0"	"1e+07"	"1.104406e-05"	"619.339"	"1e-05"	"14.56352"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"93.79388"	"./Results/Model Fits/GRNA_bi_Densi_Quadr_model.txt"	"GRNA"	"bi_Densi_Quadr"
"257"	"16.8"	"0"	"1e+07"	"1e-05"	"1942.483"	"60"	"55.87559"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"67.9557"	"./Results/Model Fits/OVFA_bi_Densi_Quadr_model.txt"	"OVFA"	"bi_Densi_Quadr"
"258"	"14.4"	"0"	"1e+07"	"10000"	"10000"	"60"	"50.35093"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"89.61346"	"./Results/Model Fits/OVNA_bi_Densi_Quadr_model.txt"	"OVNA"	"bi_Densi_Quadr"
"259"	"16"	"0"	"1e+07"	"7639.815"	"10000"	"27.50107"	"14.17358"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"81.59998"	"./Results/Model Fits/SPEA_bi_Densi_Quadr_model.txt"	"SPEA"	"bi_Densi_Quadr"
"260"	"24"	"0"	"1e+07"	"1.000003e-05"	"1951.114"	"60"	"77.66509"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"22.80522"	"./Results/Model Fits/TOTA_bi_Densi_Quadr_model.txt"	"TOTA"	"bi_Densi_Quadr"
"261"	"4.8"	"0"	"1e+07"	"9154.393"	"9985.826"	"28.42919"	"10.20734"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"61.37699"	"./Results/Model Fits/TRFA_bi_Densi_Quadr_model.txt"	"TRFA"	"bi_Densi_Quadr"
"262"	"17.99951"	"0"	"1e+07"	"256.7573"	"10.37618"	"22.68455"	"3.868317"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"3.238622"	"./Results/Model Fits/UBIA_bi_Densi_Quadr_model.txt"	"UBIA"	"bi_Densi_Quadr"
"263"	"6.4"	"0"	"1e+07"	"9999.992"	"7067.348"	"0.0002924932"	"31.92098"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"0.2903166"	"./Results/Model Fits/UNFA_bi_Densi_Quadr_model.txt"	"UNFA"	"bi_Densi_Quadr"
"264"	"7.2"	"0"	"1e+07"	"10000"	"7100.668"	"1.000008e-05"	"34.9446"	"0"	"1e+07"	"0"	"1e+07"	"0"	"1e+07"	"72.60576"	"./Results/Model Fits/UNNA_bi_Densi_Quadr_model.txt"	"UNNA"	"bi_Densi_Quadr"
"265"	"14.4"	"0"	"1e+07"	"792.4668"	"1221.407"	"0"	"1e+07"	"30"	"16.94371"	"0"	"1e+07"	"0"	"1e+07"	"27.36691"	"./Results/Model Fits/CVNA_bi_Densi_DHeig_model.txt"	"CVNA"	"bi_Densi_DHeig"
"266"	"15.2"	"0"	"1e+07"	"8886.861"	"10000"	"0"	"1e+07"	"1e-05"	"18.28401"	"0"	"1e+07"	"0"	"1e+07"	"1.450258"	"./Results/Model Fits/GENA_bi_Densi_DHeig_model.txt"	"GENA"	"bi_Densi_DHeig"
"267"	"8.8"	"0"	"1e+07"	"10000"	"10000"	"0"	"1e+07"	"1e-05"	"10.94564"	"0"	"1e+07"	"0"	"1e+07"	"80.77494"	"./Results/Model Fits/GRFA_bi_Densi_DHeig_model.txt"	"GRFA"	"bi_Densi_DHeig"
"268"	"7.2"	"0"	"1e+07"	"1e-05"	"684.5246"	"0"	"1e+07"	"1e-05"	"8.193038"	"0"	"1e+07"	"0"	"1e+07"	"96.46435"	"./Results/Model Fits/GRNA_bi_Densi_DHeig_model.txt"	"GRNA"	"bi_Densi_DHeig"
"269"	"17.96502"	"0"	"1e+07"	"1.000002e-05"	"1651.108"	"0"	"1e+07"	"30"	"22.51436"	"0"	"1e+07"	"0"	"1e+07"	"99.93296"	"./Results/Model Fits/OVFA_bi_Densi_DHeig_model.txt"	"OVFA"	"bi_Densi_DHeig"
"270"	"14.4"	"0"	"1e+07"	"9999.993"	"9589.629"	"0"	"1e+07"	"30"	"23.59763"	"0"	"1e+07"	"0"	"1e+07"	"3.384666"	"./Results/Model Fits/OVNA_bi_Densi_DHeig_model.txt"	"OVNA"	"bi_Densi_DHeig"
"271"	"19.7463"	"0"	"1e+07"	"570.4143"	"1659.327"	"0"	"1e+07"	"30"	"15.38932"	"0"	"1e+07"	"0"	"1e+07"	"99.99986"	"./Results/Model Fits/SPEA_bi_Densi_DHeig_model.txt"	"SPEA"	"bi_Densi_DHeig"
"272"	"28.1027"	"0"	"1e+07"	"1e-05"	"1625.379"	"0"	"1e+07"	"30"	"23.54156"	"0"	"1e+07"	"0"	"1e+07"	"36.74128"	"./Results/Model Fits/TOTA_bi_Densi_DHeig_model.txt"	"TOTA"	"bi_Densi_DHeig"
"273"	"5.510147"	"0"	"1e+07"	"2.231812"	"2091.155"	"0"	"1e+07"	"23.06935"	"7.837341"	"0"	"1e+07"	"0"	"1e+07"	"5.264542"	"./Results/Model Fits/TRFA_bi_Densi_DHeig_model.txt"	"TRFA"	"bi_Densi_DHeig"
"274"	"17.98637"	"0"	"1e+07"	"258.7932"	"13.92041"	"0"	"1e+07"	"11.55312"	"1.536319"	"0"	"1e+07"	"0"	"1e+07"	"61.42252"	"./Results/Model Fits/UBIA_bi_Densi_DHeig_model.txt"	"UBIA"	"bi_Densi_DHeig"
"275"	"6.4"	"0"	"1e+07"	"10000"	"6676.888"	"0"	"1e+07"	"1e-05"	"24.99452"	"0"	"1e+07"	"0"	"1e+07"	"99.88352"	"./Results/Model Fits/UNFA_bi_Densi_DHeig_model.txt"	"UNFA"	"bi_Densi_DHeig"
"276"	"7.2"	"0"	"1e+07"	"10000"	"6651.079"	"0"	"1e+07"	"29.99903"	"35.67767"	"0"	"1e+07"	"0"	"1e+07"	"44.57189"	"./Results/Model Fits/UNNA_bi_Densi_DHeig_model.txt"	"UNNA"	"bi_Densi_DHeig"
"277"	"14.4"	"0"	"1e+07"	"6646.705"	"7847.083"	"0"	"1e+07"	"0"	"1e+07"	"75.74672"	"94.48205"	"0"	"1e+07"	"15.23329"	"./Results/Model Fits/CVNA_bi_Densi_Cavit_model.txt"	"CVNA"	"bi_Densi_Cavit"
"278"	"15.2"	"0"	"1e+07"	"10000"	"8829.227"	"0"	"1e+07"	"0"	"1e+07"	"1.262951e-05"	"56.48494"	"0"	"1e+07"	"29.25915"	"./Results/Model Fits/GENA_bi_Densi_Cavit_model.txt"	"GENA"	"bi_Densi_Cavit"
"279"	"8.8"	"0"	"1e+07"	"1e-05"	"504.9313"	"0"	"1e+07"	"0"	"1e+07"	"80"	"71.08044"	"0"	"1e+07"	"50.11197"	"./Results/Model Fits/GRFA_bi_Densi_Cavit_model.txt"	"GRFA"	"bi_Densi_Cavit"
"280"	"7.2"	"0"	"1e+07"	"10000"	"5501.342"	"0"	"1e+07"	"0"	"1e+07"	"1.000155e-05"	"22.34502"	"0"	"1e+07"	"35.02971"	"./Results/Model Fits/GRNA_bi_Densi_Cavit_model.txt"	"GRNA"	"bi_Densi_Cavit"
"281"	"16.8"	"0"	"1e+07"	"1.000023e-05"	"1645.552"	"0"	"1e+07"	"0"	"1e+07"	"80"	"107.1374"	"0"	"1e+07"	"18.23831"	"./Results/Model Fits/OVFA_bi_Densi_Cavit_model.txt"	"OVFA"	"bi_Densi_Cavit"
"282"	"14.4"	"0"	"1e+07"	"10000"	"8053.288"	"0"	"1e+07"	"0"	"1e+07"	"1.016407e-05"	"78.57854"	"0"	"1e+07"	"0.06439836"	"./Results/Model Fits/OVNA_bi_Densi_Cavit_model.txt"	"OVNA"	"bi_Densi_Cavit"
"283"	"16"	"0"	"1e+07"	"4367.725"	"6169.965"	"0"	"1e+07"	"0"	"1e+07"	"79.9215"	"107.2126"	"0"	"1e+07"	"92.30063"	"./Results/Model Fits/SPEA_bi_Densi_Cavit_model.txt"	"SPEA"	"bi_Densi_Cavit"
"284"	"24"	"0"	"1e+07"	"6785.953"	"10000"	"0"	"1e+07"	"0"	"1e+07"	"1.039986e-05"	"152.7763"	"0"	"1e+07"	"48.6191"	"./Results/Model Fits/TOTA_bi_Densi_Cavit_model.txt"	"TOTA"	"bi_Densi_Cavit"
"285"	"4.8"	"0"	"1e+07"	"7326.227"	"9405.935"	"0"	"1e+07"	"0"	"1e+07"	"57.4625"	"51.2579"	"0"	"1e+07"	"99.26156"	"./Results/Model Fits/TRFA_bi_Densi_Cavit_model.txt"	"TRFA"	"bi_Densi_Cavit"
"286"	"7.5386"	"0"	"1e+07"	"249.1689"	"17.83874"	"0"	"1e+07"	"0"	"1e+07"	"13.66861"	"7.95823"	"0"	"1e+07"	"37.9224"	"./Results/Model Fits/UBIA_bi_Densi_Cavit_model.txt"	"UBIA"	"bi_Densi_Cavit"
