"LL"	"Param"	"AICc"	"AIC"	"Slope"	"R2"	"Null"	"File"	"Variable"	"Model"
-1227.307	8	2471.934	2470.613	0.9941517	0.03186585	NA	"./Results/Model Fits/TOTA_no_DHeig_Densi_model.txt"	"TOTA"	"no_DHeig_Densi"
-1130.919	8	2279.16	2277.839	0.9930343	0.1152674	NA	"./Results/Model Fits/TOTA_no_DHeig_Quadr_model.txt"	"TOTA"	"no_DHeig_Quadr"
-1181.577	8	2380.475	2379.153	0.9971971	0.07143484	NA	"./Results/Model Fits/TOTA_no_Quadr_Densi_model.txt"	"TOTA"	"no_Quadr_Densi"
-990.8328	8	1998.987	1997.666	0.9998161	0.2364812	NA	"./Results/Model Fits/TOTA_no_Shrub_Cavit_model.txt"	"TOTA"	"no_Shrub_Cavit"
-1192.819	8	2402.959	2401.638	0.998296	0.06170724	NA	"./Results/Model Fits/TOTA_no_Shrub_Densi_model.txt"	"TOTA"	"no_Shrub_Densi"
-1135.608	8	2288.538	2287.217	0.9995496	0.1112101	NA	"./Results/Model Fits/TOTA_no_Shrub_DHeig_model.txt"	"TOTA"	"no_Shrub_DHeig"
-1006.18	8	2029.68	2028.359	1.000358	0.223202	NA	"./Results/Model Fits/TOTA_no_Shrub_Quadr_model.txt"	"TOTA"	"no_Shrub_Quadr"
-2361.935	2	4727.974	4727.869	96.79167	-0.9499019	NA	"./Results/Model Fits/TOTA_null_null_null_model.txt"	"TOTA"	"null_null_null"
-983.2723	12	1993.516	1990.545	1.000674	0.2430231	NA	"./Results/Model Fits/TOTA_penta_complete_model.txt"	"TOTA"	"penta_complete"
-1019.103	10	2060.262	2058.206	0.9995843	0.2120195	NA	"./Results/Model Fits/TOTA_tetra_complete_model.txt"	"TOTA"	"tetra_complete"
-986.7517	10	1995.559	1993.503	1.000041	0.2400125	NA	"./Results/Model Fits/TOTA_tetra_no_Cavit_model.txt"	"TOTA"	"tetra_no_Cavit"
-1180.501	10	2383.058	2381.002	1.000014	0.0723658	NA	"./Results/Model Fits/TOTA_tetra_no_Densi_model.txt"	"TOTA"	"tetra_no_Densi"
-1113.653	10	2249.362	2247.305	1.000335	0.1302079	NA	"./Results/Model Fits/TOTA_tetra_no_DHeig_model.txt"	"TOTA"	"tetra_no_DHeig"
-1001.102	10	2024.259	2022.203	1.000488	0.2275959	NA	"./Results/Model Fits/TOTA_tetra_no_Quadr_model.txt"	"TOTA"	"tetra_no_Quadr"
-988.0329	10	1998.122	1996.066	1.000297	0.2389038	NA	"./Results/Model Fits/TOTA_tetra_no_Shrub_model.txt"	"TOTA"	"tetra_no_Shrub"
-1489.415	4	2987.184	2986.83	0.9245253	-0.1949305	NA	"./Results/Model Fits/TOTA_univaria_Basal_model.txt"	"TOTA"	"univaria_Basal"
-1407.526	4	2823.405	2823.051	0.9703125	-0.1240735	NA	"./Results/Model Fits/TOTA_univaria_Cavit_model.txt"	"TOTA"	"univaria_Cavit"
-1332.086	4	2672.527	2672.173	0.9477726	-0.05879763	NA	"./Results/Model Fits/TOTA_univaria_Densi_model.txt"	"TOTA"	"univaria_Densi"
-1214.554	4	2437.461	2437.107	0.9930734	0.0429006	NA	"./Results/Model Fits/TOTA_univaria_DHeig_model.txt"	"TOTA"	"univaria_DHeig"
-1339.332	4	2687.017	2686.663	0.9938659	-0.06506684	NA	"./Results/Model Fits/TOTA_univaria_DVari_model.txt"	"TOTA"	"univaria_DVari"
-1671.508	4	3351.369	3351.016	0.896938	-0.3524913	NA	"./Results/Model Fits/TOTA_univaria_Herba_model.txt"	"TOTA"	"univaria_Herba"
-1292.218	4	2592.791	2592.437	0.9856517	-0.02430095	NA	"./Results/Model Fits/TOTA_univaria_Quadr_model.txt"	"TOTA"	"univaria_Quadr"
-1640.909	4	3290.172	3289.818	0.9121124	-0.326015	NA	"./Results/Model Fits/TOTA_univaria_Shrub_model.txt"	"TOTA"	"univaria_Shrub"
-1255.012	4	2518.378	2518.024	0.9568899	0.007892865	NA	"./Results/Model Fits/TOTA_univaria_Snags_model.txt"	"TOTA"	"univaria_Snags"
-1437.388	4	2883.129	2882.775	0.9493213	-0.1499125	NA	"./Results/Model Fits/TOTA_univaria_Thick_model.txt"	"TOTA"	"univaria_Thick"
-216.77	6	446.2967	445.5399	0.9603011	0.2006281	NA	"./Results/Model Fits/TRFA_bi_Basal_Cavit_model.txt"	"TRFA"	"bi_Basal_Cavit"
-190.0289	6	392.8146	392.0579	1.004941	0.3979419	NA	"./Results/Model Fits/TRFA_bi_Basal_DHeig_model.txt"	"TRFA"	"bi_Basal_DHeig"
-223.792	6	460.3408	459.584	0.9543158	0.1488146	NA	"./Results/Model Fits/TRFA_bi_Basal_Shrub_model.txt"	"TRFA"	"bi_Basal_Shrub"
-226.9701	6	466.6969	465.9401	0.9756475	0.1253647	NA	"./Results/Model Fits/TRFA_bi_Cavit_Shrub_model.txt"	"TRFA"	"bi_Cavit_Shrub"
-226.5313	6	465.8193	465.0625	0.9997709	0.1286024	NA	"./Results/Model Fits/TRFA_bi_Densi_Cavit_model.txt"	"TRFA"	"bi_Densi_Cavit"
-188.0792	6	388.9151	388.1583	0.9976726	0.4123287	NA	"./Results/Model Fits/TRFA_bi_Densi_DHeig_model.txt"	"TRFA"	"bi_Densi_DHeig"
-203.8557	6	420.4681	419.7114	1.000956	0.2959185	NA	"./Results/Model Fits/TRFA_bi_Densi_Quadr_model.txt"	"TRFA"	"bi_Densi_Quadr"
-234.3173	6	481.3914	480.6346	0.9945751	0.07115162	NA	"./Results/Model Fits/TRFA_bi_Densi_Shrub_model.txt"	"TRFA"	"bi_Densi_Shrub"
-187.5526	6	387.862	387.1052	0.9981148	0.416214	NA	"./Results/Model Fits/TRFA_bi_DHeig_Cavit_model.txt"	"TRFA"	"bi_DHeig_Cavit"
-190.1152	6	392.9871	392.2303	0.9991399	0.3973056	NA	"./Results/Model Fits/TRFA_bi_DHeig_Shrub_model.txt"	"TRFA"	"bi_DHeig_Shrub"
-206.9248	6	426.6064	425.8496	0.9611121	0.2732725	NA	"./Results/Model Fits/TRFA_bi_Quadr_Cavit_model.txt"	"TRFA"	"bi_Quadr_Cavit"
-187.5825	6	387.9217	387.165	1.002897	0.4159934	NA	"./Results/Model Fits/TRFA_bi_Quadr_DHeig_model.txt"	"TRFA"	"bi_Quadr_DHeig"
-210.6355	6	434.0277	433.2709	0.9914617	0.2458926	NA	"./Results/Model Fits/TRFA_bi_Quadr_Shrub_model.txt"	"TRFA"	"bi_Quadr_Shrub"
-190.0178	8	397.3568	396.0357	1.005954	0.3980237	NA	"./Results/Model Fits/TRFA_compl_no_Cavit_model.txt"	"TRFA"	"compl_no_Cavit"
-213.8148	8	444.9506	443.6295	0.9691889	0.2224336	NA	"./Results/Model Fits/TRFA_compl_no_DHeig_model.txt"	"TRFA"	"compl_no_DHeig"
-187.0743	8	391.4698	390.1487	0.9951652	0.4197429	NA	"./Results/Model Fits/TRFA_compl_no_Shrub_model.txt"	"TRFA"	"compl_no_Shrub"
-187.5723	8	392.4658	391.1447	0.9970316	0.4160683	NA	"./Results/Model Fits/TRFA_no_Cavit_Densi_model.txt"	"TRFA"	"no_Cavit_Densi"
-203.6764	8	424.6739	423.3528	1.003405	0.2972416	NA	"./Results/Model Fits/TRFA_no_Cavit_DHeig_model.txt"	"TRFA"	"no_Cavit_DHeig"
-188.0306	8	393.3823	392.0612	0.9917023	0.4126869	NA	"./Results/Model Fits/TRFA_no_Cavit_Quadr_model.txt"	"TRFA"	"no_Cavit_Quadr"
-205.9238	8	429.1688	427.8477	0.9623278	0.2806582	NA	"./Results/Model Fits/TRFA_no_DHeig_Densi_model.txt"	"TRFA"	"no_DHeig_Densi"
-223.0762	8	463.4734	462.1523	0.9865084	0.1540966	NA	"./Results/Model Fits/TRFA_no_DHeig_Quadr_model.txt"	"TRFA"	"no_DHeig_Quadr"
-187.5424	8	392.4058	391.0847	1.00356	0.4162896	NA	"./Results/Model Fits/TRFA_no_Quadr_Densi_model.txt"	"TRFA"	"no_Quadr_Densi"
-186.429	8	390.1792	388.8581	0.9989169	0.4245044	NA	"./Results/Model Fits/TRFA_no_Shrub_Cavit_model.txt"	"TRFA"	"no_Shrub_Cavit"
-186.0592	8	389.4395	388.1184	0.9939735	0.4272332	NA	"./Results/Model Fits/TRFA_no_Shrub_Densi_model.txt"	"TRFA"	"no_Shrub_Densi"
-202.8161	8	422.9534	421.6323	0.9997752	0.303589	NA	"./Results/Model Fits/TRFA_no_Shrub_DHeig_model.txt"	"TRFA"	"no_Shrub_DHeig"
-184.5469	8	386.4149	385.0938	0.9931944	0.4383921	NA	"./Results/Model Fits/TRFA_no_Shrub_Quadr_model.txt"	"TRFA"	"no_Shrub_Quadr"
-518.1947	2	1040.494	1040.389	65	-2.023492	NA	"./Results/Model Fits/TRFA_null_null_null_model.txt"	"TRFA"	"null_null_null"
-184.0843	12	395.14	392.1686	0.9998381	0.4418054	NA	"./Results/Model Fits/TRFA_penta_complete_model.txt"	"TRFA"	"penta_complete"
-187.0666	10	396.1893	394.1332	1.003788	0.4198001	NA	"./Results/Model Fits/TRFA_tetra_complete_model.txt"	"TRFA"	"tetra_complete"
-186.3577	10	394.7715	392.7154	0.9988701	0.4250308	NA	"./Results/Model Fits/TRFA_tetra_no_Cavit_model.txt"	"TRFA"	"tetra_no_Cavit"
-186.0625	10	394.181	392.1249	1.001942	0.4272092	NA	"./Results/Model Fits/TRFA_tetra_no_Densi_model.txt"	"TRFA"	"tetra_no_Densi"
-202.797	10	427.6501	425.594	0.9998432	0.3037303	NA	"./Results/Model Fits/TRFA_tetra_no_DHeig_model.txt"	"TRFA"	"tetra_no_DHeig"
-184.5401	10	391.1364	389.0803	0.9951651	0.4384419	NA	"./Results/Model Fits/TRFA_tetra_no_Quadr_model.txt"	"TRFA"	"tetra_no_Quadr"
-184.0085	10	390.073	388.017	0.9919392	0.4423649	NA	"./Results/Model Fits/TRFA_tetra_no_Shrub_model.txt"	"TRFA"	"tetra_no_Shrub"
-226.8891	4	462.1323	461.7783	0.9425588	0.1259618	NA	"./Results/Model Fits/TRFA_univaria_Basal_model.txt"	"TRFA"	"univaria_Basal"
-229.7064	4	467.7667	467.4127	0.9710578	0.1051744	NA	"./Results/Model Fits/TRFA_univaria_Cavit_model.txt"	"TRFA"	"univaria_Cavit"
-243.8935	4	496.1411	495.7871	0.9565555	0.0004915931	NA	"./Results/Model Fits/TRFA_univaria_Densi_model.txt"	"TRFA"	"univaria_Densi"
-190.129	4	388.612	388.258	0.9999606	0.3972036	NA	"./Results/Model Fits/TRFA_univaria_DHeig_model.txt"	"TRFA"	"univaria_DHeig"
-237.4547	4	483.2634	482.9094	0.9962209	0.04800166	NA	"./Results/Model Fits/TRFA_univaria_DVari_model.txt"	"TRFA"	"univaria_DVari"
-323.7256	4	655.8052	655.4512	0.7447475	-0.5885644	NA	"./Results/Model Fits/TRFA_univaria_Herba_model.txt"	"TRFA"	"univaria_Herba"
-211.7964	4	431.9468	431.5929	0.9908309	0.2373263	NA	"./Results/Model Fits/TRFA_univaria_Quadr_model.txt"	"TRFA"	"univaria_Quadr"
-306.3252	4	621.0045	620.6505	0.755328	-0.4601725	NA	"./Results/Model Fits/TRFA_univaria_Shrub_model.txt"	"TRFA"	"univaria_Shrub"
-266.1111	4	540.5761	540.2221	0.8479219	-0.1634446	NA	"./Results/Model Fits/TRFA_univaria_Snags_model.txt"	"TRFA"	"univaria_Snags"
-217.6034	4	443.5608	443.2068	0.9211757	0.1944783	NA	"./Results/Model Fits/TRFA_univaria_Thick_model.txt"	"TRFA"	"univaria_Thick"
-137.6205	6	287.9978	287.241	0.9950009	0.4200692	NA	"./Results/Model Fits/UBIA_bi_Basal_Cavit_model.txt"	"UBIA"	"bi_Basal_Cavit"
-141.6944	6	296.1455	295.3888	0.9924663	0.3391196	NA	"./Results/Model Fits/UBIA_bi_Basal_DHeig_model.txt"	"UBIA"	"bi_Basal_DHeig"
-138.2934	6	289.3436	288.5868	0.9896809	0.4066985	NA	"./Results/Model Fits/UBIA_bi_Basal_Shrub_model.txt"	"UBIA"	"bi_Basal_Shrub"
-145.9653	6	304.6873	303.9306	0.9943888	0.2542557	NA	"./Results/Model Fits/UBIA_bi_Cavit_Shrub_model.txt"	"UBIA"	"bi_Cavit_Shrub"
-141.4476	6	295.6519	294.8951	0.9752942	0.344024	NA	"./Results/Model Fits/UBIA_bi_Densi_Cavit_model.txt"	"UBIA"	"bi_Densi_Cavit"
-137.4297	6	287.6161	286.8593	1.031764	0.423861	NA	"./Results/Model Fits/UBIA_bi_Densi_DHeig_model.txt"	"UBIA"	"bi_Densi_DHeig"
-140.7651	6	294.287	293.5303	1.003818	0.3575841	NA	"./Results/Model Fits/UBIA_bi_Densi_Quadr_model.txt"	"UBIA"	"bi_Densi_Quadr"
-144.7942	6	302.3451	301.5884	0.9858259	0.2775255	NA	"./Results/Model Fits/UBIA_bi_Densi_Shrub_model.txt"	"UBIA"	"bi_Densi_Shrub"
-143.7111	6	300.179	299.4223	1.014286	0.2990462	NA	"./Results/Model Fits/UBIA_bi_DHeig_Cavit_model.txt"	"UBIA"	"bi_DHeig_Cavit"
-144.8296	6	302.4159	301.6591	0.9752397	0.2768226	NA	"./Results/Model Fits/UBIA_bi_DHeig_Shrub_model.txt"	"UBIA"	"bi_DHeig_Shrub"
-142.4727	6	297.7021	296.9453	0.9905766	0.3236551	NA	"./Results/Model Fits/UBIA_bi_Quadr_Cavit_model.txt"	"UBIA"	"bi_Quadr_Cavit"
-149.2283	6	311.2133	310.4565	0.9551748	0.1894192	NA	"./Results/Model Fits/UBIA_bi_Quadr_DHeig_model.txt"	"UBIA"	"bi_Quadr_DHeig"
-146.4951	6	305.7469	304.9901	0.9962263	0.2437286	NA	"./Results/Model Fits/UBIA_bi_Quadr_Shrub_model.txt"	"UBIA"	"bi_Quadr_Shrub"
-138.3047	8	293.9305	292.6094	1.017572	0.4064741	NA	"./Results/Model Fits/UBIA_compl_no_Cavit_model.txt"	"UBIA"	"compl_no_Cavit"
-135.1403	8	287.6017	286.2806	0.9807787	0.469352	NA	"./Results/Model Fits/UBIA_compl_no_DHeig_model.txt"	"UBIA"	"compl_no_DHeig"
-135.1732	8	287.6675	286.3464	1.001868	0.4686982	NA	"./Results/Model Fits/UBIA_compl_no_Shrub_model.txt"	"UBIA"	"compl_no_Shrub"
-143.1495	8	303.6201	302.299	1.024578	0.3102057	NA	"./Results/Model Fits/UBIA_no_Cavit_Densi_model.txt"	"UBIA"	"no_Cavit_Densi"
-136.0938	8	289.5087	288.1876	0.9923431	0.450405	NA	"./Results/Model Fits/UBIA_no_Cavit_DHeig_model.txt"	"UBIA"	"no_Cavit_DHeig"
-137.4794	8	292.2798	290.9587	0.9990419	0.4228739	NA	"./Results/Model Fits/UBIA_no_Cavit_Quadr_model.txt"	"UBIA"	"no_Cavit_Quadr"
-141.8749	8	301.0709	299.7498	1.03214	0.3355328	NA	"./Results/Model Fits/UBIA_no_DHeig_Densi_model.txt"	"UBIA"	"no_DHeig_Densi"
-139.9742	8	297.2696	295.9485	1.012405	0.3732997	NA	"./Results/Model Fits/UBIA_no_DHeig_Quadr_model.txt"	"UBIA"	"no_DHeig_Quadr"
-140.8605	8	299.0422	297.7211	1.055496	0.3556885	NA	"./Results/Model Fits/UBIA_no_Quadr_Densi_model.txt"	"UBIA"	"no_Quadr_Densi"
-135.1955	8	287.7121	286.391	1.0403	0.4682549	NA	"./Results/Model Fits/UBIA_no_Shrub_Cavit_model.txt"	"UBIA"	"no_Shrub_Cavit"
-139.576	8	296.4731	295.152	0.9655464	0.381213	NA	"./Results/Model Fits/UBIA_no_Shrub_Densi_model.txt"	"UBIA"	"no_Shrub_Densi"
-137.1318	8	291.5848	290.2637	0.9936227	0.4297794	NA	"./Results/Model Fits/UBIA_no_Shrub_DHeig_model.txt"	"UBIA"	"no_Shrub_DHeig"
-137.1819	8	291.685	290.3639	1.098824	0.4287836	NA	"./Results/Model Fits/UBIA_no_Shrub_Quadr_model.txt"	"UBIA"	"no_Shrub_Quadr"
-1293.095	2	2590.294	2590.189	10.20833	-22.53959	NA	"./Results/Model Fits/UBIA_null_null_null_model.txt"	"UBIA"	"null_null_null"
-132.7777	12	292.5269	289.5555	1.082329	0.5162964	NA	"./Results/Model Fits/UBIA_penta_complete_model.txt"	"UBIA"	"penta_complete"
-135.0896	10	292.2352	290.1791	0.9595655	0.47036	NA	"./Results/Model Fits/UBIA_tetra_complete_model.txt"	"UBIA"	"tetra_complete"
-134.4192	10	290.8945	288.8384	1.01968	0.4836801	NA	"./Results/Model Fits/UBIA_tetra_no_Cavit_model.txt"	"UBIA"	"tetra_no_Cavit"
-139.9778	10	302.0116	299.9556	1.043162	0.3732292	NA	"./Results/Model Fits/UBIA_tetra_no_Densi_model.txt"	"UBIA"	"tetra_no_Densi"
-133.1	10	288.2561	286.2	1.029776	0.5098931	NA	"./Results/Model Fits/UBIA_tetra_no_DHeig_model.txt"	"UBIA"	"tetra_no_DHeig"
-133.0518	10	288.1597	286.1036	1.021326	0.5108509	NA	"./Results/Model Fits/UBIA_tetra_no_Quadr_model.txt"	"UBIA"	"tetra_no_Quadr"
-135.6054	10	293.2668	291.2107	0.9790506	0.4601106	NA	"./Results/Model Fits/UBIA_tetra_no_Shrub_model.txt"	"UBIA"	"tetra_no_Shrub"
-145.0224	4	298.3987	298.0447	0.9978791	0.2729918	NA	"./Results/Model Fits/UBIA_univaria_Basal_model.txt"	"UBIA"	"univaria_Basal"
-153.0855	4	314.525	314.171	1.004427	0.1127745	NA	"./Results/Model Fits/UBIA_univaria_Cavit_model.txt"	"UBIA"	"univaria_Cavit"
-148.9355	4	306.225	305.871	0.9972058	0.1952366	NA	"./Results/Model Fits/UBIA_univaria_Densi_model.txt"	"UBIA"	"univaria_Densi"
-155.4603	4	319.2747	318.9207	0.8395292	0.06558564	NA	"./Results/Model Fits/UBIA_univaria_DHeig_model.txt"	"UBIA"	"univaria_DHeig"
-156.4307	4	321.2153	320.8613	1.01455	0.0463052	NA	"./Results/Model Fits/UBIA_univaria_DVari_model.txt"	"UBIA"	"univaria_DVari"
-160.9347	4	330.2235	329.8695	1.000031	-0.04319273	NA	"./Results/Model Fits/UBIA_univaria_Herba_model.txt"	"UBIA"	"univaria_Herba"
-153.6807	4	315.7154	315.3614	1.577494	0.1009473	NA	"./Results/Model Fits/UBIA_univaria_Quadr_model.txt"	"UBIA"	"univaria_Quadr"
-149.9353	4	308.2245	307.8706	0.9978317	0.1753704	NA	"./Results/Model Fits/UBIA_univaria_Shrub_model.txt"	"UBIA"	"univaria_Shrub"
-161.1882	4	330.7303	330.3763	0.9456133	-0.04822834	NA	"./Results/Model Fits/UBIA_univaria_Snags_model.txt"	"UBIA"	"univaria_Snags"
-153.0869	4	314.5278	314.1738	0.9999716	0.1127462	NA	"./Results/Model Fits/UBIA_univaria_Thick_model.txt"	"UBIA"	"univaria_Thick"
-306.402	6	625.5608	624.804	0.9152696	-0.09886107	NA	"./Results/Model Fits/UNFA_bi_Basal_Cavit_model.txt"	"UNFA"	"bi_Basal_Cavit"
-284.6472	6	582.0512	581.2944	0.968288	0.02189373	NA	"./Results/Model Fits/UNFA_bi_Basal_DHeig_model.txt"	"UNFA"	"bi_Basal_DHeig"
-343.9664	6	700.6895	699.9328	0.7609375	-0.3073704	NA	"./Results/Model Fits/UNFA_bi_Basal_Shrub_model.txt"	"UNFA"	"bi_Basal_Shrub"
-317.3889	6	647.5345	646.7778	0.8795939	-0.1598461	NA	"./Results/Model Fits/UNFA_bi_Cavit_Shrub_model.txt"	"UNFA"	"bi_Cavit_Shrub"
-290.4657	6	593.6882	592.9315	0.9893339	-0.01040326	NA	"./Results/Model Fits/UNFA_bi_Densi_Cavit_model.txt"	"UNFA"	"bi_Densi_Cavit"
-292.4598	6	597.6763	596.9195	0.989849	-0.02147154	NA	"./Results/Model Fits/UNFA_bi_Densi_DHeig_model.txt"	"UNFA"	"bi_Densi_DHeig"
-290.009	6	592.7747	592.018	0.9908962	-0.007867885	NA	"./Results/Model Fits/UNFA_bi_Densi_Quadr_model.txt"	"UNFA"	"bi_Densi_Quadr"
-282.3604	6	577.4775	576.7207	0.9936616	0.03458749	NA	"./Results/Model Fits/UNFA_bi_Densi_Shrub_model.txt"	"UNFA"	"bi_Densi_Shrub"
-311.7038	6	636.1644	635.4076	0.9237396	-0.1282898	NA	"./Results/Model Fits/UNFA_bi_DHeig_Cavit_model.txt"	"UNFA"	"bi_DHeig_Cavit"
-298.3862	6	609.5292	608.7725	0.9322758	-0.05436767	NA	"./Results/Model Fits/UNFA_bi_DHeig_Shrub_model.txt"	"UNFA"	"bi_DHeig_Shrub"
-319.5303	6	651.8173	651.0606	0.9081014	-0.1717324	NA	"./Results/Model Fits/UNFA_bi_Quadr_Cavit_model.txt"	"UNFA"	"bi_Quadr_Cavit"
-287.7601	6	588.2769	587.5202	0.9874203	0.004615131	NA	"./Results/Model Fits/UNFA_bi_Quadr_DHeig_model.txt"	"UNFA"	"bi_Quadr_DHeig"
-306.9225	6	626.6018	625.845	0.9225861	-0.1017501	NA	"./Results/Model Fits/UNFA_bi_Quadr_Shrub_model.txt"	"UNFA"	"bi_Quadr_Shrub"
-275.5233	8	568.3676	567.0465	0.9814133	0.07253829	NA	"./Results/Model Fits/UNFA_compl_no_Cavit_model.txt"	"UNFA"	"compl_no_Cavit"
-296.098	8	609.5171	608.196	0.9332312	-0.04166638	NA	"./Results/Model Fits/UNFA_compl_no_DHeig_model.txt"	"UNFA"	"compl_no_DHeig"
-283.8363	8	584.9938	583.6727	0.9657013	0.02639475	NA	"./Results/Model Fits/UNFA_compl_no_Shrub_model.txt"	"UNFA"	"compl_no_Shrub"
-278.6687	8	574.6585	573.3374	0.9951046	0.05507893	NA	"./Results/Model Fits/UNFA_no_Cavit_Densi_model.txt"	"UNFA"	"no_Cavit_Densi"
-280.8528	8	579.0267	577.7056	0.9962965	0.04295551	NA	"./Results/Model Fits/UNFA_no_Cavit_DHeig_model.txt"	"UNFA"	"no_Cavit_DHeig"
-282.3366	8	581.9943	580.6732	0.9936656	0.03471934	NA	"./Results/Model Fits/UNFA_no_Cavit_Quadr_model.txt"	"UNFA"	"no_Cavit_Quadr"
-293.2614	8	603.844	602.5229	0.9553899	-0.02592138	NA	"./Results/Model Fits/UNFA_no_DHeig_Densi_model.txt"	"UNFA"	"no_DHeig_Densi"
-280.477	8	578.275	576.9539	1.006207	0.04504167	NA	"./Results/Model Fits/UNFA_no_DHeig_Quadr_model.txt"	"UNFA"	"no_DHeig_Quadr"
-291.6804	8	600.682	599.3609	0.9435544	-0.01714563	NA	"./Results/Model Fits/UNFA_no_Quadr_Densi_model.txt"	"UNFA"	"no_Quadr_Densi"
-280.3307	8	577.9826	576.6615	0.9937341	0.04585337	NA	"./Results/Model Fits/UNFA_no_Shrub_Cavit_model.txt"	"UNFA"	"no_Shrub_Cavit"
-286.5599	8	590.4409	589.1198	0.9894791	0.01127711	NA	"./Results/Model Fits/UNFA_no_Shrub_Densi_model.txt"	"UNFA"	"no_Shrub_Densi"
-288.6009	8	594.523	593.2019	0.9947086	-5.226682e-05	NA	"./Results/Model Fits/UNFA_no_Shrub_DHeig_model.txt"	"UNFA"	"no_Shrub_DHeig"
-290.0793	8	597.4797	596.1586	0.9860089	-0.008258315	NA	"./Results/Model Fits/UNFA_no_Shrub_Quadr_model.txt"	"UNFA"	"no_Shrub_Quadr"
-1391.575	2	2787.254	2787.149	38.28125	-6.122352	NA	"./Results/Model Fits/UNFA_null_null_null_model.txt"	"UNFA"	"null_null_null"
-274.5957	12	576.1628	573.1913	0.9899537	0.07768709	NA	"./Results/Model Fits/UNFA_penta_complete_model.txt"	"UNFA"	"penta_complete"
-273.9766	10	570.0093	567.9533	0.9981359	0.08112319	NA	"./Results/Model Fits/UNFA_tetra_complete_model.txt"	"UNFA"	"tetra_complete"
-275.4986	10	573.0532	570.9971	0.9790249	0.07267534	NA	"./Results/Model Fits/UNFA_tetra_no_Cavit_model.txt"	"UNFA"	"tetra_no_Cavit"
-277.4396	10	576.9352	574.8791	0.9857163	0.06190137	NA	"./Results/Model Fits/UNFA_tetra_no_Densi_model.txt"	"UNFA"	"tetra_no_Densi"
-279.8236	10	581.7032	579.6472	0.9862016	0.04866839	NA	"./Results/Model Fits/UNFA_tetra_no_DHeig_model.txt"	"UNFA"	"tetra_no_DHeig"
-280.3791	10	582.8142	580.7582	1.006332	0.04558499	NA	"./Results/Model Fits/UNFA_tetra_no_Quadr_model.txt"	"UNFA"	"tetra_no_Quadr"
-279.4143	10	580.8847	578.8286	1.007117	0.05094017	NA	"./Results/Model Fits/UNFA_tetra_no_Shrub_model.txt"	"UNFA"	"tetra_no_Shrub"
-486.7742	4	981.9025	981.5485	0.5969281	-1.100057	NA	"./Results/Model Fits/UNFA_univaria_Basal_model.txt"	"UNFA"	"univaria_Basal"
-388.4925	4	785.339	784.985	0.7107171	-0.5545225	NA	"./Results/Model Fits/UNFA_univaria_Cavit_model.txt"	"UNFA"	"univaria_Cavit"
-355.7645	4	719.8829	719.5289	0.8006384	-0.3728582	NA	"./Results/Model Fits/UNFA_univaria_Densi_model.txt"	"UNFA"	"univaria_Densi"
-319.8017	4	647.9574	647.6035	0.9189193	-0.1732391	NA	"./Results/Model Fits/UNFA_univaria_DHeig_model.txt"	"UNFA"	"univaria_DHeig"
-298.195	4	604.7439	604.3899	0.976762	-0.05330599	NA	"./Results/Model Fits/UNFA_univaria_DVari_model.txt"	"UNFA"	"univaria_DVari"
-493.2198	4	994.7936	994.4396	0.6298189	-1.135835	NA	"./Results/Model Fits/UNFA_univaria_Herba_model.txt"	"UNFA"	"univaria_Herba"
-339.291	4	686.9361	686.5821	0.8167672	-0.2814189	NA	"./Results/Model Fits/UNFA_univaria_Quadr_model.txt"	"UNFA"	"univaria_Quadr"
-452.2991	4	912.9521	912.5981	0.5893473	-0.9086949	NA	"./Results/Model Fits/UNFA_univaria_Shrub_model.txt"	"UNFA"	"univaria_Shrub"
-417.5714	4	843.4967	843.1427	0.6785677	-0.7159311	NA	"./Results/Model Fits/UNFA_univaria_Snags_model.txt"	"UNFA"	"univaria_Snags"
-431.2919	4	870.9378	870.5838	0.6797798	-0.7920901	NA	"./Results/Model Fits/UNFA_univaria_Thick_model.txt"	"UNFA"	"univaria_Thick"
-363.8599	6	740.4766	739.7198	0.9257487	-0.07031848	NA	"./Results/Model Fits/UNNA_bi_Basal_Cavit_model.txt"	"UNNA"	"bi_Basal_Cavit"
-329.0209	6	670.7986	670.0418	0.9852639	0.07566877	NA	"./Results/Model Fits/UNNA_bi_Basal_DHeig_model.txt"	"UNNA"	"bi_Basal_DHeig"
-399.3493	6	811.4554	810.6986	0.8427368	-0.2190312	NA	"./Results/Model Fits/UNNA_bi_Basal_Shrub_model.txt"	"UNNA"	"bi_Basal_Shrub"
-377.4595	6	767.6757	766.919	0.8921145	-0.1273053	NA	"./Results/Model Fits/UNNA_bi_Cavit_Shrub_model.txt"	"UNNA"	"bi_Cavit_Shrub"
-350.0158	6	712.7884	712.0316	0.9885035	-0.01230696	NA	"./Results/Model Fits/UNNA_bi_Densi_Cavit_model.txt"	"UNNA"	"bi_Densi_Cavit"
-354.393	6	721.5427	720.786	0.9847193	-0.03064889	NA	"./Results/Model Fits/UNNA_bi_Densi_DHeig_model.txt"	"UNNA"	"bi_Densi_DHeig"
-351.2435	6	715.2438	714.4871	0.989483	-0.0174516	NA	"./Results/Model Fits/UNNA_bi_Densi_Quadr_model.txt"	"UNNA"	"bi_Densi_Quadr"
